38921,-0.981,-0.196,11.454
38931,0.275,-0.667,11.297
38941,0.157,1.687,11.729
38951,2.157,-1.412,11.650
38961,2.903,-1.020,11.572
38971,3.687,-1.138,11.611
38981,3.766,-1.491,11.650
38991,2.864,-1.098,11.533
39001,1.961,0.471,11.846
39011,1.451,0.510,11.768
39021,1.255,-0.078,11.611
39031,-0.118,1.765,11.533
39041,-1.608,1.961,11.376
39051,-1.922,0.785,11.140
39061,-1.412,0.118,11.140
39071,-0.667,0.275,11.297
39081,0.235,0.000,11.572
39091,0.588,1.451,11.807
39101,2.314,-0.471,11.690
39111,3.491,-2.157,11.533
39121,3.805,-1.648,11.611
39131,3.099,-0.392,11.650
39141,2.471,-0.353,11.533
39151,1.961,-0.235,11.729
39161,1.961,1.059,11.768
39171,1.334,0.706,11.533
39181,0.785,0.706,11.454
39191,-0.471,0.785,11.454
39201,-2.118,1.765,11.493
39211,-2.236,1.216,11.493
39221,-0.981,-0.431,11.336
39231,-0.078,-0.510,11.376
39241,0.157,1.138,11.650
39251,1.765,-0.863,11.768
39261,2.550,-0.314,11.690
39271,3.609,-1.491,11.572
39281,3.883,-1.961,11.572
39291,2.942,-0.824,11.611
39301,2.040,0.588,11.768
39311,1.687,0.078,12.043
39321,1.294,0.000,11.690
39331,0.078,1.922,11.690
39341,-1.255,1.451,11.336
39351,-2.001,0.785,11.297
39361,-1.687,0.824,11.219
39371,-0.824,0.392,11.258
39381,0.196,-0.431,11.336
39391,0.275,2.118,12.003
39401,2.236,-1.098,11.572
39411,3.217,-1.804,11.572
39421,3.687,-1.255,11.729
39431,3.295,-0.745,11.611
39441,2.628,-0.902,11.493
39451,1.922,0.039,11.807
39461,1.255,1.138,11.690
39471,1.138,0.118,11.611
39481,-0.353,1.216,11.572
39491,-2.040,2.118,11.533
39501,-2.236,0.902,11.415
39511,-1.138,-0.588,11.297
39521,-0.235,-0.196,11.376
39531,0.157,0.588,11.572
39541,0.157,0.078,11.925
39551,1.294,-0.157,11.572
39561,2.393,-0.157,11.493
39571,3.648,-1.804,11.572
39581,3.962,-2.079,11.572
39591,3.020,-0.471,11.611
39601,2.157,0.353,11.729
39611,1.765,-0.275,11.964
39621,1.255,0.314,11.650
39631,0.314,1.687,11.729
39641,-0.863,0.981,11.454
39651,-2.001,1.216,11.219
39661,-1.883,1.294,11.219
39671,-0.902,0.275,11.219
39681,0.196,-0.628,11.376
39691,0.235,1.883,11.964
39701,2.197,-1.334,11.690
39711,3.020,-1.294,11.572
39721,3.530,-1.059,11.690
39731,3.491,-1.294,11.572
39741,2.824,-1.059,11.454
39751,2.001,0.471,11.846
39761,1.373,0.785,11.611
39771,1.216,-0.039,11.533
39781,-0.235,1.687,11.650
39791,-1.844,2.079,11.493
39801,-2.275,0.628,11.376
39811,-1.412,-0.275,11.415
39821,-0.549,0.078,11.454
39831,0.275,0.000,11.454
39841,0.824,1.098,11.886
39851,2.354,-0.314,11.690
39861,3.570,-2.079,11.493
39871,3.883,-1.804,11.493
39881,3.138,-0.392,11.650
39891,2.393,-0.157,11.611
39901,1.922,-0.431,11.807
39911,1.177,0.706,11.690
39921,1.177,0.941,11.415
39931,0.588,0.785,11.454
39941,-0.588,0.785,11.258
39951,-2.001,1.687,11.219
39961,-2.001,1.451,11.219
39971,-0.981,-0.118,11.180
39981,0.000,-0.588,11.219
39991,0.157,1.412,11.572
40001,1.961,-1.216,11.768
40011,2.667,-0.628,11.650
40021,3.609,-1.216,11.611
40031,3.766,-1.844,11.611
40041,2.864,-0.941,11.493
40051,2.001,0.745,11.729
40061,1.608,0.471,11.846
40071,1.294,0.039,11.533
40081,-0.078,1.961,11.493
40091,-1.530,1.648,11.454
40101,-2.118,0.510,11.336
40111,-1.687,0.235,11.415
40121,-0.785,0.196,11.415
40131,0.314,-0.353,11.454
40141,0.314,1.883,11.768
40151,2.314,-0.745,11.572
40161,3.452,-2.040,11.533
40171,3.844,-1.412,11.493
40181,3.334,-0.588,11.611
40191,2.628,-0.745,11.572
40201,2.001,-0.314,11.807
40211,1.216,0.941,11.807
40221,0.981,0.275,11.572
40231,-0.392,0.902,11.415
40241,-1.961,2.079,11.297
40251,-2.040,1.255,11.258
40261,-1.020,-0.314,11.101
40271,-0.157,-0.314,11.297
40281,0.157,0.824,11.493
40291,0.157,-0.471,11.807
40301,1.530,-0.157,11.690
40311,2.432,-0.157,11.533
40321,3.609,-1.608,11.611
40331,3.805,-2.079,11.611
40341,2.903,-0.667,11.611
40351,2.157,0.588,11.650
40361,1.804,0.000,11.886
40371,1.412,0.275,11.572
40381,0.157,2.001,11.650
40391,-1.138,1.098,11.454
40401,-2.118,0.785,11.297
40411,-1.922,0.785,11.454
40421,-0.902,0.196,11.376
40431,0.275,-0.549,11.376
40441,0.157,2.157,11.964
40451,2.236,-1.216,11.454
40461,3.138,-1.530,11.493
40471,3.727,-1.020,11.572
40481,3.570,-0.981,11.572
40491,2.824,-1.098,11.533
40501,1.961,0.196,11.964
40511,1.177,0.824,11.650
40521,1.177,-0.078,11.572
40531,-0.275,1.451,11.533
40541,-1.883,2.197,11.376
40551,-1.961,0.941,11.219
40561,-1.216,-0.235,11.140
40571,-0.353,0.039,11.336
40581,0.235,0.353,11.533
40591,1.098,0.706,11.964
40601,2.275,-0.196,11.611
40611,3.530,-2.040,11.533
40621,3.844,-1.922,11.572
40631,2.903,-0.392,11.729
40641,2.275,0.078,11.533
40651,1.883,-0.314,11.807
40661,1.255,0.588,11.493
40671,1.255,1.334,11.376
40681,0.549,0.824,11.493
40691,-0.745,0.824,11.415
40701,-2.118,1.334,11.533
40711,-2.118,1.177,11.533
40721,-0.981,-0.235,11.415
40731,0.118,-0.706,11.376
40741,0.157,1.648,11.690
40751,2.118,-1.294,11.729
40761,2.864,-0.785,11.533
40771,3.687,-1.059,11.493
40781,3.844,-1.608,11.493
40791,2.942,-1.098,11.493
40801,2.040,0.549,11.807
40811,1.412,0.510,11.807
40821,1.294,-0.157,11.611
40831,-0.118,1.922,11.611
40841,-1.569,1.922,11.493
40851,-1.922,0.745,11.219
40861,-1.491,0.157,11.180
40871,-0.549,0.353,11.258
